,biology_accuracy,biology_ece_verbal_numerical_confidence,biology_ece_verbal_linguistic_confidence,biology_ece_logit_perplexity_confidence,biology_auroc_verbal_numerical_confidence,biology_auroc_verbal_linguistic_confidence,biology_auroc_logit_perplexity_confidence,biology_sample_size,business_accuracy,business_ece_verbal_numerical_confidence,business_ece_verbal_linguistic_confidence,business_ece_logit_perplexity_confidence,business_auroc_verbal_numerical_confidence,business_auroc_verbal_linguistic_confidence,business_auroc_logit_perplexity_confidence,business_sample_size,chemistry_accuracy,chemistry_ece_verbal_numerical_confidence,chemistry_ece_verbal_linguistic_confidence,chemistry_ece_logit_perplexity_confidence,chemistry_auroc_verbal_numerical_confidence,chemistry_auroc_verbal_linguistic_confidence,chemistry_auroc_logit_perplexity_confidence,chemistry_sample_size,computer science_accuracy,computer science_ece_verbal_numerical_confidence,computer science_ece_verbal_linguistic_confidence,computer science_ece_logit_perplexity_confidence,computer science_auroc_verbal_numerical_confidence,computer science_auroc_verbal_linguistic_confidence,computer science_auroc_logit_perplexity_confidence,computer science_sample_size,economics_accuracy,economics_ece_verbal_numerical_confidence,economics_ece_verbal_linguistic_confidence,economics_ece_logit_perplexity_confidence,economics_auroc_verbal_numerical_confidence,economics_auroc_verbal_linguistic_confidence,economics_auroc_logit_perplexity_confidence,economics_sample_size,engineering_accuracy,engineering_ece_verbal_numerical_confidence,engineering_ece_verbal_linguistic_confidence,engineering_ece_logit_perplexity_confidence,engineering_auroc_verbal_numerical_confidence,engineering_auroc_verbal_linguistic_confidence,engineering_auroc_logit_perplexity_confidence,engineering_sample_size,health_accuracy,health_ece_verbal_numerical_confidence,health_ece_verbal_linguistic_confidence,health_ece_logit_perplexity_confidence,health_auroc_verbal_numerical_confidence,health_auroc_verbal_linguistic_confidence,health_auroc_logit_perplexity_confidence,health_sample_size,history_accuracy,history_ece_verbal_numerical_confidence,history_ece_verbal_linguistic_confidence,history_ece_logit_perplexity_confidence,history_auroc_verbal_numerical_confidence,history_auroc_verbal_linguistic_confidence,history_auroc_logit_perplexity_confidence,history_sample_size,law_accuracy,law_ece_verbal_numerical_confidence,law_ece_verbal_linguistic_confidence,law_ece_logit_perplexity_confidence,law_auroc_verbal_numerical_confidence,law_auroc_verbal_linguistic_confidence,law_auroc_logit_perplexity_confidence,law_sample_size,math_accuracy,math_ece_verbal_numerical_confidence,math_ece_verbal_linguistic_confidence,math_ece_logit_perplexity_confidence,math_auroc_verbal_numerical_confidence,math_auroc_verbal_linguistic_confidence,math_auroc_logit_perplexity_confidence,math_sample_size,other_accuracy,other_ece_verbal_numerical_confidence,other_ece_verbal_linguistic_confidence,other_ece_logit_perplexity_confidence,other_auroc_verbal_numerical_confidence,other_auroc_verbal_linguistic_confidence,other_auroc_logit_perplexity_confidence,other_sample_size,philosophy_accuracy,philosophy_ece_verbal_numerical_confidence,philosophy_ece_verbal_linguistic_confidence,philosophy_ece_logit_perplexity_confidence,philosophy_auroc_verbal_numerical_confidence,philosophy_auroc_verbal_linguistic_confidence,philosophy_auroc_logit_perplexity_confidence,philosophy_sample_size,physics_accuracy,physics_ece_verbal_numerical_confidence,physics_ece_verbal_linguistic_confidence,physics_ece_logit_perplexity_confidence,physics_auroc_verbal_numerical_confidence,physics_auroc_verbal_linguistic_confidence,physics_auroc_logit_perplexity_confidence,physics_sample_size,psychology_accuracy,psychology_ece_verbal_numerical_confidence,psychology_ece_verbal_linguistic_confidence,psychology_ece_logit_perplexity_confidence,psychology_auroc_verbal_numerical_confidence,psychology_auroc_verbal_linguistic_confidence,psychology_auroc_logit_perplexity_confidence,psychology_sample_size
Mistral-7b-instruct-v0.1,0.5061728395061729,0.4520832896232605,0.20891200006008148,0.358268141746521,0.46267149390243906,0.7943407012195121,0.4982469512195121,648.0,0.24357034795763993,0.6954009532928467,0.2923600673675537,0.6412382125854492,0.5378571428571429,0.7554596273291926,0.5613664596273292,661.0,0.20742637644046094,0.7617284655570984,0.2991483807563782,0.677392303943634,0.49994515247611643,0.7329474062107341,0.5220487046012086,781.0,0.2835820895522388,0.656865656375885,0.30224576592445374,0.5802741050720215,0.5319517543859649,0.7856798245614035,0.5287719298245614,335.0,0.34675324675324676,0.5929999351501465,0.25641775131225586,0.5073384046554565,0.4724983432736911,0.8150795600926277,0.4559459721074303,770.0,0.2109704641350211,0.720738410949707,0.33932143449783325,0.6703653931617737,0.5299866310160428,0.6306684491978609,0.5336898395721925,474.0,0.2576769025367156,0.6576101779937744,0.3994481563568115,0.5990822911262512,0.5333106571737429,0.7726870317217729,0.4915290565475081,749.0,0.22832369942196531,0.6585259437561035,0.3717244863510132,0.6206315159797668,0.5556345707106622,0.7657990802635946,0.5248660693120941,346.0,0.17795637198622274,0.7464408874511719,0.5216895937919617,0.6937435865402222,0.468431248873671,0.6914849522436475,0.4864660299153,871.0,0.19234543670264967,0.7737095355987549,0.29542356729507446,0.6921616792678833,0.5110409899075061,0.7785633694547077,0.5364396062191584,1019.0,0.28278221208665905,0.6502165794372559,0.38629037141799927,0.5822545289993286,0.5237159597928099,0.7727447561413405,0.5082568336837787,877.0,0.24557522123893805,0.7119469046592712,0.4693952798843384,0.6021134853363037,0.5021003408100183,0.6953184856410661,0.5187709703838737,452.0,0.1843137254901961,0.7690979838371277,0.3204869329929352,0.6925914883613586,0.49978263093289693,0.733403232405892,0.48185607610474634,1020.0,0.376502002670227,0.5437917709350586,0.3258122205734253,0.47621816396713257,0.4807925949549713,0.7820515741036038,0.5300165535255972,749.0
Mistral-nemo-instruct-2407,0.6508379888268156,0.34155037999153137,0.18845437467098236,0.18484583497047424,0.5412832618025751,0.7620085836909871,0.5286609442060086,716.0,0.3946360153256705,0.6021710634231567,0.3374648988246918,0.4889531135559082,0.5029324211762457,0.7242226864937937,0.6017300943563694,783.0,0.27248441674087265,0.7194123268127441,0.45385873317718506,0.6030723452568054,0.5111999104007168,0.6621987024103808,0.5684674522603819,1123.0,0.4132029339853301,0.5805622935295105,0.3257131278514862,0.4430397152900696,0.5054733727810651,0.733431952662722,0.5644230769230769,409.0,0.5391923990498813,0.44857490062713623,0.2580759525299072,0.30132192373275757,0.5278963622326174,0.7625005676915392,0.47174599209773377,842.0,0.31223628691983124,0.6722046136856079,0.4755537807941437,0.5520540475845337,0.5122181230310064,0.6349900514010944,0.5520384264632731,948.0,0.5343137254901961,0.4417891502380371,0.321180522441864,0.29734358191490173,0.5301605504587156,0.741432279092226,0.5708051665861902,816.0,0.42480211081794195,0.5317941904067993,0.38012319803237915,0.38190335035324097,0.5487777081315175,0.6966066442532338,0.5300017094991167,379.0,0.2727272727272727,0.6817272305488586,0.582261323928833,0.5474926829338074,0.5283541666666667,0.61383125,0.5121500000000001,1100.0,0.33582647718773373,0.6615931987762451,0.32246941328048706,0.5480138063430786,0.5079042015289232,0.7688193483015309,0.6534440899697024,1337.0,0.483695652173913,0.49635863304138184,0.33334240317344666,0.35785186290740967,0.5266871673565938,0.7144955647545831,0.516267297457126,920.0,0.37601626016260165,0.6083333492279053,0.4412228763103485,0.44688084721565247,0.5930363588344045,0.7316841271238665,0.6273087419667225,492.0,0.3165244375484872,0.6805662512779236,0.41272178292274475,0.5548117160797119,0.507336248915003,0.6895907057488149,0.570797444971178,1289.0,0.5696361355081556,0.40928491950035095,0.30798304080963135,0.2501465678215027,0.5796066066451754,0.6993584721490862,0.5822812447823686,797.0
Mistral-small-24b-instruct-2501,0.8097902097902098,0.11760833114385605,0.09699989855289459,0.05268355831503868,0.6143960174743472,0.6746545768566494,0.5006476683937824,715.0,0.6043533930857875,0.3281049430370331,0.29600298404693604,0.29357898235321045,0.6939039273764467,0.7623896111019692,0.66626213592233,781.0,0.5403011514614703,0.3621877133846283,0.3335266411304474,0.3652205467224121,0.6412284026659086,0.6795634732619475,0.6035534918980384,1129.0,0.6650366748166259,0.2728361487388611,0.23921746015548706,0.21036477386951447,0.6930817947617003,0.7387156504937742,0.601679905538858,409.0,0.7066508313539193,0.21941795945167542,0.1935569941997528,0.1581488698720932,0.5881944680706291,0.640223862824482,0.5124009117817168,842.0,0.47668393782383417,0.35598963499069214,0.335972398519516,0.41046684980392456,0.6531855359448987,0.6806909169177787,0.5752475247524752,965.0,0.7237163814180929,0.18275058269500732,0.17157700657844543,0.12744493782520294,0.6087957426453002,0.640191491270031,0.6327209399665152,818.0,0.5763157894736842,0.29697364568710327,0.2803947627544403,0.2468358725309372,0.5888283842423212,0.6019172409881165,0.5881335261918943,380.0,0.41909090909090907,0.46109089255332947,0.45454543828964233,0.4161074161529541,0.542036261919553,0.551067795056674,0.5180410008860101,1100.0,0.6080777860882572,0.3397456109523773,0.28722143173217773,0.3021319508552551,0.7163436710702985,0.7994000169009325,0.6515919739350066,1337.0,0.6301518438177874,0.2764315903186798,0.24980014562606812,0.21769709885120392,0.6482023611833173,0.6991384053179623,0.5635293583214298,922.0,0.536144578313253,0.36905622482299805,0.3571418523788452,0.306861937046051,0.6025990239473386,0.6186503883133097,0.5871718793067108,498.0,0.5193199381761978,0.39190873503685,0.35177862644195557,0.3791355490684509,0.655869602664217,0.698145144311744,0.5609927652733119,1294.0,0.7155388471177945,0.19248118996620178,0.18477438390254974,0.125432550907135,0.6422537167192575,0.6664943641651944,0.5704807239791077,798.0
Mistral-small-3.1-24b-base-2503,0.76,0.14778941869735718,0.10746491700410843,0.09347541630268097,0.5658623706079604,0.6055425961024445,0.4438693687126404,475.0,0.5225225225225225,0.3832206726074219,0.26543736457824707,0.35833311080932617,0.5741501301236174,0.6938943558880937,0.5504635653871177,444.0,0.5215453194650818,0.3942793011665344,0.27233773469924927,0.37201157212257385,0.5463980463980463,0.6534612730264904,0.5145546884677319,673.0,0.5652173913043478,0.3226086497306824,0.22652173042297363,0.286778062582016,0.5454615384615386,0.5991923076923077,0.45138461538461544,230.0,0.6306122448979592,0.26397958397865295,0.19530612230300903,0.21151457726955414,0.5116308176437984,0.5434926424574014,0.40749879311269643,490.0,0.42409638554216866,0.48530125617980957,0.30451804399490356,0.4650418758392334,0.5425066565233929,0.6462057816660327,0.49476987447698745,415.0,0.6163723916532905,0.2625199854373932,0.17057253420352936,0.20422318577766418,0.5584085163877268,0.5858939156206415,0.45388772663877264,623.0,0.5328185328185329,0.3129343092441559,0.25173744559288025,0.2901177406311035,0.5613845969577195,0.5276979278955564,0.3906455862977602,259.0,0.3461962513781698,0.5257992148399353,0.4076441526412964,0.4879447817802429,0.5220835436783708,0.5937342241221899,0.5230072716726994,907.0,0.5357142857142857,0.40559011697769165,0.23809519410133362,0.3442402482032776,0.5903882506907082,0.71238427608938,0.5265183461780816,644.0,0.5491525423728814,0.34932202100753784,0.23994915187358856,0.2852229177951813,0.5751473591385872,0.6132750858628051,0.4907755499860763,590.0,0.5623003194888179,0.3376997411251068,0.252103328704834,0.24306532740592957,0.5037118447246183,0.5420744857332449,0.5268331121433312,313.0,0.5171467764060357,0.39458149671554565,0.27106767892837524,0.3666191101074219,0.5465283638775018,0.6792410176030865,0.4849213286713287,729.0,0.6973684210526315,0.19360898435115814,0.1526002585887909,0.12368293851613998,0.5379032663106259,0.5549463427700859,0.4771559156886709,532.0
Mixtral-8x7b-v0.1,0.11163522012578617,0.0011006284039467573,0.7228642106056213,0.7235379815101624,0.520254268976692,0.4891312476629689,0.48874485853172134,636.0,0.11988716502115655,0.007898448035120964,0.6320545077323914,0.710811972618103,0.5246889140271493,0.47947775263951736,0.5453431372549019,709.0,0.09255725190839695,0.010973282158374786,0.6158985495567322,0.7664087414741516,0.509154769260789,0.4697659544483831,0.5497197740847941,1048.0,0.08734939759036145,0.012048191390931606,0.6761997938156128,0.7569783926010132,0.5451234778650278,0.5422783657676112,0.5326049846363946,332.0,0.0937062937062937,0.008111887611448765,0.7377249598503113,0.7349698543548584,0.5401464897733554,0.47494011424359683,0.46406854615809834,715.0,0.09725685785536159,0.003366583026945591,0.4799937605857849,0.7521246671676636,0.5171323841903953,0.5305549652925343,0.5365313783822071,802.0,0.10754189944134078,0.010195530951023102,0.5956889986991882,0.7215533256530762,0.5521309676239253,0.5945267564985874,0.5006198809015711,716.0,0.1016949152542373,0.0,0.5818856358528137,0.7210325002670288,0.5416666666666666,0.5854952830188679,0.37637578616352196,236.0,0.13438735177865613,0.004743082914501429,0.6617918014526367,0.6997250914573669,0.5067747037932372,0.5070209210015818,0.48188438236786346,759.0,0.0836092715231788,0.001655629021115601,0.6480228900909424,0.7600858211517334,0.5238491328807677,0.5245691235790246,0.5142701261996119,1208.0,0.09475032010243278,0.0074263764545321465,0.5947759747505188,0.731459379196167,0.5092320042815093,0.5196299552735196,0.5030964486410031,781.0,0.08628318584070796,0.0022123893722891808,0.5596449375152588,0.7354288101196289,0.49878934624697335,0.5491090830073881,0.634692990625194,452.0,0.09672131147540984,0.003852458670735359,0.5958743095397949,0.764687180519104,0.5019802208619152,0.5135539389092252,0.5245009074410163,1220.0,0.12481203007518797,0.003609022591263056,0.63410484790802,0.7045528888702393,0.5283401647828428,0.4950834264894629,0.5213224030141184,665.0
O1-mini-2024-09-12,0.8465829846582985,0.09504874050617218,0.09421195834875107,,0.7528830313014827,0.7350831211621986,,717.0,0.7789072426937739,0.17217281460762024,0.1633545458316803,,0.833117698899327,0.8393148450244698,,787.0,0.7816091954022989,0.1633245050907135,0.15226346254348755,,0.794154285818968,0.8062427867440967,,1131.0,0.8195121951219512,0.13231706619262695,0.13402435183525085,,0.7154721685971684,0.6907376126126126,,410.0,0.7677725118483413,0.17180094122886658,0.1671801209449768,,0.6690405328798187,0.6613914084152179,,844.0,0.5811789038262668,0.31502586603164673,0.3022957444190979,,0.7847853784983084,0.7824348666578798,,967.0,0.7356181150550796,0.18567916750907898,0.1827416568994522,,0.6847037345165465,0.6856589326431257,,817.0,0.5695538057742782,0.331496000289917,0.327296644449234,,0.6044734180060695,0.5972659323367427,,381.0,0.3990909090909091,0.4932272136211395,0.4817272424697876,,0.5366032690167104,0.5581503141164591,,1100.0,0.8814814814814815,0.09395553916692734,0.08372955769300461,,0.8297163865546219,0.8306328781512605,,1350.0,0.6706392199349945,0.24794140458106995,0.24176593124866486,,0.7337519131026273,0.7337173709718562,,923.0,0.56312625250501,0.34949907660484314,0.3401803970336914,,0.7378872963531296,0.7359446929380652,,499.0,0.775211701308699,0.17064660787582397,0.16380292177200317,,0.7883190951014134,0.7942399776904137,,1299.0,0.7176913425345044,0.2053951919078827,0.20104551315307617,,0.698018648018648,0.7058585858585861,,797.0
O3-mini-2025-01-31,0.895774647887324,0.07816898077726364,0.06475350260734558,,0.7223461669216387,0.6985700322964474,,710.0,0.8650065530799476,0.10259497165679932,0.10134993493556976,,0.7927331568108267,0.7980729626360694,,763.0,0.8874172185430463,0.08098387718200684,0.07709551602602005,,0.713237533819498,0.7109933525649066,,1057.0,0.8463476070528967,0.1287153661251068,0.1202770546078682,,0.7436572989851677,0.7318013270882123,,397.0,0.842925659472422,0.12544360756874084,0.11670258641242981,,0.6369105143713419,0.654952059331328,,834.0,0.7377666248431619,0.17895855009555817,0.1787787526845932,,0.8374426325554145,0.8310264297106401,,797.0,0.7839506172839507,0.1752222180366516,0.1651851236820221,,0.6585421822272216,0.6444184476940383,,810.0,0.6517150395778364,0.2753826081752777,0.26527705788612366,,0.6404122193595878,0.5796374677953625,,379.0,0.48073394495412847,0.44224753975868225,0.4236237406730652,,0.5723016076389825,0.5741442559274944,,1090.0,0.9488939740655988,0.039977140724658966,0.03448007255792618,,0.6780846571003503,0.7210191006382876,,1311.0,0.7236126224156693,0.21676814556121826,0.2048204392194748,,0.7366319341661239,0.7423598365993724,,919.0,0.6867469879518072,0.25281116366386414,0.2454819530248642,,0.7263082920977657,0.7091111860848702,,498.0,0.8843977364591754,0.08858530968427658,0.08374285697937012,,0.7198706229784838,0.7050280615180068,,1237.0,0.7876106194690266,0.16707958281040192,0.15572690963745117,,0.6568399831842849,0.6239824581518001,,791.0
O4-mini-2025-04-16,0.9130434782608695,0.02124813199043274,0.027419334277510643,,0.6786333680194242,0.6502155492790248,,713.0,0.882202304737516,0.043738849461078644,0.0781562328338623,,0.7927367956080017,0.7488956900359689,,781.0,0.8944494995450409,0.034722425043582916,0.061892591416835785,,0.758629459431017,0.7064975269232119,,1099.0,0.8635235732009926,0.07563270628452301,0.08774186670780182,,0.748458725182863,0.678239289446186,,403.0,0.8705463182897862,0.05416857451200485,0.07172209024429321,,0.6771656007109154,0.6272325619234764,,842.0,0.7916167664670659,0.08956880122423172,0.15299402177333832,,0.8131010137896256,0.7495044081590067,,835.0,0.7772337821297429,0.12697668373584747,0.1479681134223938,,0.7412866660898157,0.6762481612875313,,817.0,0.7052631578947368,0.1782631278038025,0.1852368861436844,,0.7326259328358209,0.681653118336887,,380.0,0.6304744525547445,0.24981749057769775,0.270147442817688,,0.6579460792195959,0.6266066355791392,,1096.0,0.9436936936936937,0.01687684841454029,0.025729501619935036,,0.8015592680986476,0.7774330416335189,,1332.0,0.7821350762527233,0.11084967851638794,0.1360892951488495,,0.7770926183844011,0.7239658774373259,,918.0,0.7389558232931727,0.15128517150878906,0.18241970241069794,,0.7467809364548496,0.6870819397993311,,498.0,0.8962264150943396,0.04110059142112732,0.0606839545071125,,0.7444311536416799,0.7165404040404041,,1272.0,0.8283208020050126,0.08189210295677185,0.08982451260089874,,0.7382201265501286,0.67381869982442,,798.0
Phi-3-medium-128k-instruct,0.7327707454289732,0.2017439305782318,0.14198309183120728,0.10282724350690842,0.5896353166986564,0.764067077482574,0.5799272653803416,711.0,0.521505376344086,0.3987096846103668,0.30779793858528137,0.35379406809806824,0.6710333893200509,0.8000658809220433,0.6542699525078188,744.0,0.4060721062618596,0.5007779598236084,0.36217737197875977,0.4669322073459625,0.6247723268937923,0.7646233316413364,0.6260935773789973,1054.0,0.507537688442211,0.44010043144226074,0.3244471549987793,0.326171875,0.5827313598706809,0.7396064861588201,0.5704940391998383,398.0,0.6493975903614457,0.28280720114707947,0.2147981971502304,0.18647819757461548,0.5711799246408966,0.7177508304165152,0.5460538479684283,830.0,0.28083028083028083,0.5724786520004272,0.4423537850379944,0.566298246383667,0.6290285672104525,0.7398649147412711,0.5985162766664207,819.0,0.5977722772277227,0.32441824674606323,0.2902784049510956,0.2347572147846222,0.5939767478897914,0.670539894887721,0.6451727982162765,808.0,0.49326145552560646,0.4101077914237976,0.3518679141998291,0.3134722113609314,0.5569265201720731,0.6084030926636438,0.6028950122078829,371.0,0.36446886446886445,0.5291574001312256,0.4800732135772705,0.4402637779712677,0.5567082530809668,0.6136844163179007,0.5603087483527145,1092.0,0.4964483030781373,0.45007890462875366,0.2940923571586609,0.37930989265441895,0.6232164305186618,0.8244526566027579,0.6719627612122541,1267.0,0.5418502202643172,0.3687775135040283,0.2954414486885071,0.28134697675704956,0.6208909865540964,0.7368203760162602,0.6042399546591619,908.0,0.4380165289256198,0.4861363470554352,0.4211295247077942,0.3757874667644501,0.5687083795782465,0.656145948945616,0.5943569644839067,484.0,0.45439605587510273,0.453919380903244,0.35062992572784424,0.4097939431667328,0.6420333231660821,0.7641942090241618,0.6107976208631997,1217.0,0.6713021491782554,0.24864721298217773,0.21259666979312897,0.145904541015625,0.5917246124873243,0.6632695929306099,0.5979936259597276,791.0
Phi-3-mini-128k-instruct,0.6904422253922967,0.2414121925830841,0.14791013300418854,0.10909263044595718,0.5801643371291465,0.7795778268652169,0.5384373690825304,701.0,0.36495388669301715,0.5518313646316528,0.3749011754989624,0.48348498344421387,0.6060413140195036,0.7856666716599008,0.630780292703387,759.0,0.29509713228492135,0.6034042835235596,0.4326125383377075,0.5470512509346008,0.6128526645768025,0.7761685549494401,0.6027941648359786,1081.0,0.38154613466334164,0.542768120765686,0.3339700996875763,0.4069589376449585,0.5655439595192915,0.750039531941809,0.5326006746784736,401.0,0.5519713261648745,0.36365586519241333,0.2490302324295044,0.25059080123901367,0.5558383838383838,0.7565887445887446,0.5045137085137086,837.0,0.2602436323366556,0.5891693830490112,0.4266555905342102,0.546654999256134,0.5755892470378394,0.7010510893107402,0.5650783539304369,903.0,0.48951911220715166,0.42286059260368347,0.31335747241973877,0.3050014078617096,0.6151541147981844,0.7455676024288445,0.5875466968446927,811.0,0.3709677419354839,0.5186558961868286,0.3888777494430542,0.3785998523235321,0.5254397373962592,0.6726743465873901,0.5840765514678559,372.0,0.30264357338195075,0.5782952904701233,0.5054851770401001,0.46003350615501404,0.5301795416961965,0.6136880856760374,0.5123828647925033,1097.0,0.33695652173913043,0.5967158079147339,0.3315359950065613,0.5107831954956055,0.601466128492645,0.8354180381830151,0.6509027725315403,1288.0,0.42731277533039647,0.4788215160369873,0.33995959162712097,0.3530625104904175,0.572653152260111,0.7331978588421888,0.5592287866772403,908.0,0.3696969696969697,0.5384646654129028,0.4173198938369751,0.41118767857551575,0.5374807342020457,0.6806343701835506,0.548742468824436,495.0,0.3096,0.5952239632606506,0.3923872709274292,0.5217444896697998,0.586356708914579,0.7526850329809182,0.5371832529395384,1250.0,0.6055625790139064,0.3057016134262085,0.2450295090675354,0.17286422848701477,0.6133939564263156,0.7268180236604035,0.5705998072908303,791.0
Phi-3.5-mini-instruct,0.6984352773826458,0.2350354790687561,0.17216919362545013,0.10502730309963226,0.5717538331476002,0.721645275333359,0.4595646159166891,703.0,0.46082337317397076,0.4501194953918457,0.3380511403083801,0.40415722131729126,0.6679810053803892,0.7921310032509478,0.6641799520165812,753.0,0.38686131386861317,0.5006294250488281,0.3641354441642761,0.4891241788864136,0.683456873315364,0.7630155688454627,0.622655548068284,1096.0,0.39849624060150374,0.5263408422470093,0.3721282482147217,0.40731289982795715,0.5813941299790357,0.7420335429769392,0.4869234800838575,399.0,0.5997566909975669,0.32239651679992676,0.2589232921600342,0.20492663979530334,0.5621343181439853,0.6916804873086432,0.4297551742633957,822.0,0.3307943416757345,0.5089117884635925,0.39023303985595703,0.5234129428863525,0.578821673085152,0.6722159820282414,0.554150620453573,919.0,0.48267326732673266,0.4358662962913513,0.37384068965911865,0.3131304681301117,0.5964237516869095,0.6795301190038032,0.5420807262912526,808.0,0.376657824933687,0.5289654731750488,0.47697609663009644,0.3775559067726135,0.5749475576865448,0.6088852262511238,0.6061732094695835,377.0,0.3010948905109489,0.5934033393859863,0.565396785736084,0.4594756066799164,0.5177367671492998,0.5569170820476304,0.5009613102302397,1096.0,0.4296875,0.49457812309265137,0.3369954228401184,0.43664324283599854,0.6636039850560399,0.8052577833125778,0.6910336239103363,1280.0,0.42935982339955847,0.47332221269607544,0.40310704708099365,0.3547757863998413,0.5990090148324574,0.6954100431100924,0.5473838091023455,906.0,0.4065040650406504,0.5031910538673401,0.4617615342140198,0.376468300819397,0.586181506849315,0.6478852739726028,0.5518835616438357,492.0,0.3900481540930979,0.5162839889526367,0.3797297775745392,0.46987485885620117,0.6361381849685943,0.7338761641758718,0.5805095299978341,1246.0,0.583756345177665,0.3388197124004364,0.2996065020561218,0.19630102813243866,0.6059815747613998,0.6698170731707317,0.5920334040296925,788.0
Phi-3.5-moe-instruct,0.7408450704225352,0.19405624270439148,0.15644359588623047,0.07917221635580063,0.6634516035708382,0.7458257563233591,0.5767792197057365,710.0,0.5104166666666666,0.41040360927581787,0.3078569173812866,0.3519333600997925,0.6642897850629613,0.821455709943552,0.6545267042987407,768.0,0.44545454545454544,0.45110899209976196,0.3310158848762512,0.4161837697029114,0.6659534961525593,0.7755135496821679,0.6339578454332553,1100.0,0.572139303482587,0.3621143698692322,0.2770315408706665,0.24197572469711304,0.6286653185035389,0.7527300303336705,0.5755561172901922,402.0,0.6294964028776978,0.3001558780670166,0.24002999067306519,0.19047221541404724,0.5822746185852983,0.6888272461087995,0.51582061950994,834.0,0.3430493273542601,0.4299887716770172,0.355591356754303,0.467915415763855,0.6551506837092061,0.7201616141337082,0.6257612259921033,892.0,0.6346863468634686,0.28269362449645996,0.2551475465297699,0.18250399827957153,0.6313131313131314,0.6802195077388875,0.6269738730979041,813.0,0.5185185185185185,0.3745502829551697,0.3321869373321533,0.2630396783351898,0.5840435075128952,0.6371664050235478,0.5890334155640279,378.0,0.3825136612021858,0.5152640342712402,0.47635239362716675,0.40429970622062683,0.5408730158730157,0.6015837898581261,0.5391522685770473,1098.0,0.5203065134099617,0.4095171391963959,0.2899080514907837,0.34067410230636597,0.6711476659436212,0.8174243743147929,0.6545238957873589,1305.0,0.5445652173913044,0.36517390608787537,0.31204164028167725,0.26305338740348816,0.6532210042921317,0.7213758640237424,0.619067354551041,920.0,0.48282828282828283,0.41830289363861084,0.374050498008728,0.3116614818572998,0.6022162656903766,0.684958485878661,0.6168933054393306,495.0,0.44664031620553357,0.45355725288391113,0.3536607325077057,0.4018802046775818,0.6626750948166877,0.7801264222503161,0.6073653603034135,1265.0,0.6544766708701135,0.2649684548377991,0.2390100508928299,0.1427605003118515,0.6479403119418308,0.6968833945121866,0.5956288764187165,793.0
Phi-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi-4-mini-instruct,0.6502115655853314,0.2853454649448395,0.19849544763565063,0.07569737732410431,0.5539719053950037,0.7506516338954587,0.6301168567629977,709.0,0.5350140056022409,0.38901957869529724,0.2953641414642334,0.24871186912059784,0.6253153977165206,0.7747508358039488,0.7581530309720557,714.0,0.45345345345345345,0.45082080364227295,0.32867950201034546,0.3383069634437561,0.614618457333689,0.7692065109283652,0.7117547647348971,999.0,0.4322250639386189,0.5025831460952759,0.3451917767524719,0.2921658456325531,0.5663548163548164,0.7853163814702276,0.6473426088810704,391.0,0.5860805860805861,0.3457386791706085,0.24603375792503357,0.14921239018440247,0.5521878072763028,0.728770280235988,0.5445058997050147,819.0,0.3041958041958042,0.5471794605255127,0.413759708404541,0.4190059304237366,0.6484562018265017,0.7442448513320112,0.6490562647207943,858.0,0.44292803970223327,0.4749627709388733,0.37855517864227295,0.2585575580596924,0.5694291079460736,0.7142170899540218,0.6203826742278203,806.0,0.36,0.5519733428955078,0.4344133734703064,0.33326756954193115,0.5440895061728397,0.667175925925926,0.572283950617284,375.0,0.27039413382218147,0.651970624923706,0.5468041896820068,0.3956280052661896,0.5272016863980924,0.6086193680265735,0.5471935950941147,1091.0,0.5387123064384678,0.3971719443798065,0.2850407063961029,0.2615765929222107,0.6237644536867258,0.8099423723558373,0.7522626067153847,1227.0,0.41519823788546256,0.504416286945343,0.38177555799484253,0.288921594619751,0.5837866594733925,0.7412344457931834,0.6468501950676118,908.0,0.4078674948240166,0.5279295444488525,0.43162524700164795,0.29080066084861755,0.5228515139682652,0.6705033545135068,0.6196088175783607,483.0,0.4468802698145025,0.4700927138328552,0.3362758755683899,0.33166053891181946,0.6275655775425678,0.8021499654855039,0.6848567648412333,1186.0,0.5848101265822785,0.3409366309642792,0.2682679295539856,0.11496829241514206,0.5973333069369655,0.740223445253933,0.6262472283813747,790.0
